id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
4298,460,8/29/2013 12:02,Cowper at University,37,8/29/2013 12:10,University and Emerson,35,9,Subscriber,94025
4486,460,8/29/2013 13:16,Market at Sansome,77,8/29/2013 13:24,Market at 4th,76,606,Customer,94158
4396,462,8/29/2013 12:36,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 12:43,2nd at South Park,64,569,Customer,94133
4536,462,8/29/2013 13:44,Powell Street BART,39,8/29/2013 13:51,Golden Gate at Polk,59,316,Customer,94110
4761,462,8/29/2013 17:01,Howard at 2nd,63,8/29/2013 17:09,Powell Street BART,39,606,Subscriber,94703
4125,464,8/29/2013 10:14,Mechanics Plaza (Market at Battery),75,8/29/2013 10:22,Powell at Post (Union Square),71,528,Subscriber,94110
4314,464,8/29/2013 12:07,Clay at Battery,41,8/29/2013 12:14,Clay at Battery,41,409,Customer,94105
4837,466,8/29/2013 17:46,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 17:54,Townsend at 7th,65,361,Customer,94107
4301,471,8/29/2013 12:03,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 12:11,Yerba Buena Center of the Arts (3rd @ Howard),68,522,Subscriber,94117
4860,472,8/29/2013 17:59,San Francisco City Hall,58,8/29/2013 18:07,Golden Gate at Polk,59,367,Subscriber,94703
4442,474,8/29/2013 12:56,Washington at Kearney,46,8/29/2013 13:04,Market at Sansome,77,607,Subscriber,94107
4936,474,8/29/2013 18:58,Embarcadero at Folsom,51,8/29/2013 19:06,Yerba Buena Center of the Arts (3rd @ Howard),68,318,Subscriber,94105
4483,475,8/29/2013 13:16,Market at Sansome,77,8/29/2013 13:24,Market at 4th,76,333,Customer,94158
4666,475,8/29/2013 15:36,Embarcadero at Sansome,60,8/29/2013 15:44,Harry Bridges Plaza (Ferry Building),50,372,Customer,2142
4980,475,8/29/2013 19:40,Embarcadero at Bryant,54,8/29/2013 19:48,Spear at Folsom,49,283,Subscriber,94105
4787,479,8/29/2013 17:12,Beale at Market,56,8/29/2013 17:20,Market at 4th,76,546,Subscriber,94122
5066,481,8/29/2013 21:35,Howard at 2nd,63,8/29/2013 21:43,Steuart at Market,74,603,Subscriber,94105
4859,482,8/29/2013 17:59,San Francisco City Hall,58,8/29/2013 18:07,Golden Gate at Polk,59,527,Subscriber,94122
4409,485,8/29/2013 12:42,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 12:50,San Francisco Caltrain 2 (330 Townsend),69,327,Subscriber,94110
4605,486,8/29/2013 14:36,Market at Sansome,77,8/29/2013 14:44,Powell at Post (Union Square),71,628,Subscriber,94109
4942,486,8/29/2013 19:05,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 19:13,Townsend at 7th,65,565,Customer,94107
4809,489,8/29/2013 17:29,Powell Street BART,39,8/29/2013 17:38,Market at 10th,67,632,Subscriber,94103
4678,491,8/29/2013 15:54,Embarcadero at Sansome,60,8/29/2013 16:02,Grant Avenue at Columbus Avenue,73,570,Customer,8053
5076,491,8/29/2013 21:47,Market at Sansome,77,8/29/2013 21:55,Davis at Jackson,42,413,Customer,2360
4779,492,8/29/2013 17:11,Powell Street BART,39,8/29/2013 17:19,Clay at Battery,41,606,Subscriber,94109
4518,497,8/29/2013 13:35,Clay at Battery,41,8/29/2013 13:43,2nd at Folsom,62,409,Customer,94105
4123,500,8/29/2013 10:14,Grant Avenue at Columbus Avenue,73,8/29/2013 10:22,Clay at Battery,41,503,Subscriber,94115
4321,505,8/29/2013 12:10,Market at Sansome,77,8/29/2013 12:19,Harry Bridges Plaza (Ferry Building),50,625,Subscriber,94110
4304,508,8/29/2013 12:04,San Francisco City Hall,58,8/29/2013 12:12,Civic Center BART (7th at Market),72,374,Subscriber,94109
4710,508,8/29/2013 16:17,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:26,Embarcadero at Vallejo,48,386,Subscriber,94103
4420,512,8/29/2013 12:46,Townsend at 7th,65,8/29/2013 12:54,2nd at South Park,64,498,Subscriber,94110
4627,515,8/29/2013 15:02,Davis at Jackson,42,8/29/2013 15:10,Davis at Jackson,42,425,Customer,94111
4587,519,8/29/2013 14:21,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 14:30,Powell Street BART,39,555,Subscriber,94102
4320,520,8/29/2013 12:10,Market at Sansome,77,8/29/2013 12:19,Harry Bridges Plaza (Ferry Building),50,616,Subscriber,94109
4711,522,8/29/2013 16:17,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:26,Embarcadero at Vallejo,48,524,Subscriber,94110
4817,523,8/29/2013 17:33,San Jose Diridon Caltrain Station,2,8/29/2013 17:42,San Jose City Hall,10,86,Customer,95126
4969,527,8/29/2013 19:36,Grant Avenue at Columbus Avenue,73,8/29/2013 19:44,Temporary Transbay Terminal (Howard at Beale),55,353,Customer,
4632,530,8/29/2013 15:08,Market at 4th,76,8/29/2013 15:17,Civic Center BART (7th at Market),72,615,Subscriber,94114
5046,531,8/29/2013 20:57,Embarcadero at Folsom,51,8/29/2013 21:05,San Francisco Caltrain 2 (330 Townsend),69,268,Subscriber,94133
4440,534,8/29/2013 12:55,Civic Center BART (7th at Market),72,8/29/2013 13:04,Market at 4th,76,430,Subscriber,94127
4933,535,8/29/2013 18:56,Embarcadero at Bryant,54,8/29/2013 19:05,Harry Bridges Plaza (Ferry Building),50,282,Subscriber,94105
4310,537,8/29/2013 12:05,Japantown,9,8/29/2013 12:14,Japantown,9,638,Subscriber,95112
5016,537,8/29/2013 20:14,Embarcadero at Sansome,60,8/29/2013 20:23,Clay at Battery,41,538,Subscriber,94105
5014,538,8/29/2013 20:13,Golden Gate at Polk,59,8/29/2013 20:22,Market at 10th,67,610,Subscriber,94597
4369,540,8/29/2013 12:25,Davis at Jackson,42,8/29/2013 12:34,Market at 4th,76,617,Customer,1719
4439,540,8/29/2013 12:55,Civic Center BART (7th at Market),72,8/29/2013 13:04,Market at 4th,76,390,Subscriber,94127
5029,541,8/29/2013 20:29,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 20:38,San Francisco Caltrain (Townsend at 4th),70,318,Subscriber,94404
4833,543,8/29/2013 17:45,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 17:54,Market at Sansome,77,619,Subscriber,94115
4934,545,8/29/2013 18:56,Embarcadero at Bryant,54,8/29/2013 19:05,Harry Bridges Plaza (Ferry Building),50,276,Subscriber,94105
4903,546,8/29/2013 18:26,Post at Kearney,47,8/29/2013 18:35,Grant Avenue at Columbus Avenue,73,608,Customer,94103
4762,551,8/29/2013 17:03,Powell Street BART,39,8/29/2013 17:12,Harry Bridges Plaza (Ferry Building),50,435,Customer,8884
4691,553,8/29/2013 16:01,Townsend at 7th,65,8/29/2013 16:11,San Francisco Caltrain (Townsend at 4th),70,489,Customer,94109
5024,555,8/29/2013 20:25,Temporary Transbay Terminal (Howard at Beale),55,8/29/2013 20:35,Market at 4th,76,582,Customer,94109
4419,556,8/29/2013 12:45,Adobe on Almaden,5,8/29/2013 12:55,San Jose Civic Center,3,671,Subscriber,94536
4776,560,8/29/2013 17:09,Market at 10th,67,8/29/2013 17:18,Powell Street BART,39,410,Subscriber,94103
4902,560,8/29/2013 18:26,Post at Kearney,47,8/29/2013 18:35,Grant Avenue at Columbus Avenue,73,625,Customer,94103
5010,561,8/29/2013 20:12,Golden Gate at Polk,59,8/29/2013 20:21,South Van Ness at Market,66,351,Subscriber,94703
4374,563,8/29/2013 12:23,Beale at Market,56,8/29/2013 12:32,Commercial at Montgomery,45,410,Subscriber,94117
4561,563,8/29/2013 13:58,San Salvador at 1st,8,8/29/2013 14:07,San Salvador at 1st,8,46,Subscriber,95112
4661,563,8/29/2013 15:33,Embarcadero at Sansome,60,8/29/2013 15:42,Steuart at Market,74,422,Customer,95819
4788,563,8/29/2013 17:16,Spear at Folsom,49,8/29/2013 17:25,Embarcadero at Sansome,60,558,Subscriber,94102
4829,566,8/29/2013 17:42,5th at Howard,57,8/29/2013 17:51,Embarcadero at Folsom,51,318,Customer,94501
4478,567,8/29/2013 13:15,Commercial at Montgomery,45,8/29/2013 13:24,Powell Street BART,39,386,Subscriber,94102
4865,570,8/29/2013 18:02,Post at Kearney,47,8/29/2013 18:12,Grant Avenue at Columbus Avenue,73,381,Subscriber,94114
4405,571,8/29/2013 12:41,Market at Sansome,77,8/29/2013 12:50,Market at 10th,67,319,Subscriber,94103
4282,572,8/29/2013 11:54,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 12:04,Townsend at 7th,65,538,Customer,37206
4287,572,8/29/2013 11:56,Powell Street BART,39,8/29/2013 12:06,Commercial at Montgomery,45,435,Subscriber,94102
4808,572,8/29/2013 17:27,South Van Ness at Market,66,8/29/2013 17:37,Golden Gate at Polk,59,375,Customer,94122
5085,573,8/29/2013 22:06,San Jose Civic Center,3,8/29/2013 22:16,St James Park,13,639,Subscriber,95112
4134,574,8/29/2013 10:19,Market at 4th,76,8/29/2013 10:29,2nd at South Park,64,426,Customer,94117
4367,579,8/29/2013 12:24,San Francisco City Hall,58,8/29/2013 12:34,South Van Ness at Market,66,520,Subscriber,94122
4524,579,8/29/2013 13:39,Howard at 2nd,63,8/29/2013 13:48,San Francisco Caltrain (Townsend at 4th),70,358,Subscriber,94117
4834,579,8/29/2013 17:45,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 17:55,Embarcadero at Folsom,51,615,Customer,94111
4990,579,8/29/2013 19:48,Civic Center BART (7th at Market),72,8/29/2013 19:58,Townsend at 7th,65,319,Subscriber,94107
4928,582,8/29/2013 18:55,Civic Center BART (7th at Market),72,8/29/2013 19:05,Townsend at 7th,65,345,Subscriber,94612
4777,585,8/29/2013 17:09,Market at 10th,67,8/29/2013 17:18,Powell Street BART,39,553,Subscriber,94103
4836,585,8/29/2013 17:46,Market at Sansome,77,8/29/2013 17:55,Davis at Jackson,42,529,Customer,1719
4356,587,8/29/2013 12:18,Embarcadero at Vallejo,48,8/29/2013 12:28,Spear at Folsom,49,542,Subscriber,94105
5086,587,8/29/2013 22:06,San Jose Civic Center,3,8/29/2013 22:16,St James Park,13,655,Subscriber,95112
4929,590,8/29/2013 18:55,Civic Center BART (7th at Market),72,8/29/2013 19:05,Townsend at 7th,65,347,Subscriber,94107
4581,591,8/29/2013 14:14,Commercial at Montgomery,45,8/29/2013 14:24,Harry Bridges Plaza (Ferry Building),50,566,Subscriber,94123
4835,598,8/29/2013 17:45,Market at Sansome,77,8/29/2013 17:55,Davis at Jackson,42,505,Customer,2360
4531,601,8/29/2013 13:41,Powell Street BART,39,8/29/2013 13:51,Golden Gate at Polk,59,432,Subscriber,94102
4912,601,8/29/2013 18:39,Clay at Battery,41,8/29/2013 18:49,Powell Street BART,39,560,Subscriber,94103
4706,606,8/29/2013 16:16,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:26,Embarcadero at Vallejo,48,370,Subscriber,94117
4366,607,8/29/2013 12:24,San Francisco City Hall,58,8/29/2013 12:34,South Van Ness at Market,66,525,Subscriber,94703
4398,607,8/29/2013 12:37,South Van Ness at Market,66,8/29/2013 12:47,Market at 4th,76,377,Subscriber,94117
4610,607,8/29/2013 14:44,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 14:54,Mechanics Plaza (Market at Battery),75,550,Customer,94025
5017,607,8/29/2013 20:13,Market at 10th,67,8/29/2013 20:24,Powell at Post (Union Square),71,632,Subscriber,94108
4729,608,8/29/2013 16:36,South Van Ness at Market,66,8/29/2013 16:46,Powell Street BART,39,435,Subscriber,94107
4379,610,8/29/2013 12:29,MLK Library,11,8/29/2013 12:39,MLK Library,11,669,Subscriber,95112
4336,611,8/29/2013 12:12,Post at Kearney,47,8/29/2013 12:22,Harry Bridges Plaza (Ferry Building),50,602,Subscriber,94118
4628,611,8/29/2013 15:03,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 15:13,Yerba Buena Center of the Arts (3rd @ Howard),68,562,Subscriber,94117
4881,611,8/29/2013 18:11,Steuart at Market,74,8/29/2013 18:21,Powell Street BART,39,339,Subscriber,94115
4728,612,8/29/2013 16:36,South Van Ness at Market,66,8/29/2013 16:46,Powell Street BART,39,431,Subscriber,94612
4772,612,8/29/2013 17:07,Santa Clara at Almaden,4,8/29/2013 17:17,San Jose Diridon Caltrain Station,2,670,Subscriber,94158
4864,614,8/29/2013 18:02,Post at Kearney,47,8/29/2013 18:13,Grant Avenue at Columbus Avenue,73,408,Customer,96001
4918,615,8/29/2013 18:46,Embarcadero at Vallejo,48,8/29/2013 18:57,Spear at Folsom,49,259,Subscriber,94105
4410,620,8/29/2013 12:42,Clay at Battery,41,8/29/2013 12:53,Mechanics Plaza (Market at Battery),75,601,Customer,94103
4795,621,8/29/2013 17:22,Beale at Market,56,8/29/2013 17:32,Market at 4th,76,626,Customer,
5008,623,8/29/2013 20:12,San Pedro Square,6,8/29/2013 20:22,Japantown,9,196,Subscriber,95110
4537,624,8/29/2013 13:45,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 13:55,Market at 4th,76,524,Subscriber,94061
4626,624,8/29/2013 15:02,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 15:13,Yerba Buena Center of the Arts (3rd @ Howard),68,413,Subscriber,94401
4782,626,8/29/2013 17:12,Townsend at 7th,65,8/29/2013 17:23,San Francisco Caltrain 2 (330 Townsend),69,444,Subscriber,94107
4428,627,8/29/2013 12:53,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:04,Post at Kearney,47,616,Subscriber,94118
4256,629,8/29/2013 11:32,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 11:43,Embarcadero at Bryant,54,376,Subscriber,94105
4868,633,8/29/2013 18:04,Market at 10th,67,8/29/2013 18:15,Market at Sansome,77,633,Subscriber,94703
4360,637,8/29/2013 12:21,South Van Ness at Market,66,8/29/2013 12:32,Market at 4th,76,636,Subscriber,94117
4724,637,8/29/2013 16:34,South Van Ness at Market,66,8/29/2013 16:44,5th at Howard,57,320,Subscriber,94107
4499,638,8/29/2013 13:25,Embarcadero at Vallejo,48,8/29/2013 13:36,Market at 4th,76,529,Subscriber,94114
4889,638,8/29/2013 18:18,Howard at 2nd,63,8/29/2013 18:29,2nd at South Park,64,637,Subscriber,94114
4684,640,8/29/2013 15:58,Market at 10th,67,8/29/2013 16:08,San Francisco Caltrain 2 (330 Townsend),69,398,Subscriber,94115
4814,641,8/29/2013 17:32,Powell at Post (Union Square),71,8/29/2013 17:43,Harry Bridges Plaza (Ferry Building),50,391,Subscriber,94117
4848,642,8/29/2013 17:53,Powell Street BART,39,8/29/2013 18:04,San Francisco Caltrain (Townsend at 4th),70,416,Customer,90019
4937,642,8/29/2013 18:59,Powell at Post (Union Square),71,8/29/2013 19:10,Yerba Buena Center of the Arts (3rd @ Howard),68,487,Customer,94108
5087,643,8/29/2013 22:07,San Jose Civic Center,3,8/29/2013 22:18,San Jose Diridon Caltrain Station,2,664,Customer,95126
4885,644,8/29/2013 18:14,South Van Ness at Market,66,8/29/2013 18:25,San Francisco Caltrain 2 (330 Townsend),69,514,Subscriber,94103
5005,645,8/29/2013 20:06,Market at 4th,76,8/29/2013 20:17,South Van Ness at Market,66,584,Subscriber,94110
4462,646,8/29/2013 13:07,Davis at Jackson,42,8/29/2013 13:18,Mechanics Plaza (Market at Battery),75,543,Subscriber,94109
4525,650,8/29/2013 13:39,Howard at 2nd,63,8/29/2013 13:50,San Francisco Caltrain (Townsend at 4th),70,359,Subscriber,94401
4543,650,8/29/2013 13:50,Commercial at Montgomery,45,8/29/2013 14:00,Commercial at Montgomery,45,435,Subscriber,94115
4723,654,8/29/2013 16:33,South Van Ness at Market,66,8/29/2013 16:44,5th at Howard,57,379,Subscriber,94109
4285,657,8/29/2013 11:56,Harry Bridges Plaza (Ferry Building),50,8/29/2013 12:07,Embarcadero at Vallejo,48,338,Subscriber,94608
4413,659,8/29/2013 12:43,Post at Kearney,47,8/29/2013 12:54,Davis at Jackson,42,476,Customer,94115
5104,661,8/29/2013 23:00,Howard at 2nd,63,8/29/2013 23:11,Townsend at 7th,65,348,Customer,37206
4987,662,8/29/2013 19:45,Japantown,9,8/29/2013 19:56,San Pedro Square,6,686,Subscriber,95110
4806,663,8/29/2013 17:27,Powell Street BART,39,8/29/2013 17:38,Market at 10th,67,431,Subscriber,94103
5031,664,8/29/2013 20:32,Townsend at 7th,65,8/29/2013 20:44,Powell Street BART,39,568,Subscriber,94103
5101,666,8/29/2013 22:51,Washington at Kearney,46,8/29/2013 23:02,Powell Street BART,39,474,Subscriber,94102
4538,668,8/29/2013 13:45,Townsend at 7th,65,8/29/2013 13:56,2nd at Townsend,61,565,Customer,94121
4674,671,8/29/2013 15:48,Powell at Post (Union Square),71,8/29/2013 15:59,Harry Bridges Plaza (Ferry Building),50,395,Customer,77520
5106,672,8/29/2013 23:16,Embarcadero at Sansome,60,8/29/2013 23:27,Embarcadero at Folsom,51,558,Subscriber,94105
4349,674,8/29/2013 12:15,Japantown,9,8/29/2013 12:26,SJSU 4th at San Carlos,12,46,Subscriber,95112
4649,676,8/29/2013 15:26,Powell Street BART,39,8/29/2013 15:38,Harry Bridges Plaza (Ferry Building),50,626,Subscriber,94103
4797,677,8/29/2013 17:22,Spear at Folsom,49,8/29/2013 17:33,San Francisco Caltrain (Townsend at 4th),70,361,Customer,94107
4446,678,8/29/2013 13:00,Mechanics Plaza (Market at Battery),75,8/29/2013 13:11,Civic Center BART (7th at Market),72,540,Customer,94103
4648,679,8/29/2013 15:26,Powell Street BART,39,8/29/2013 15:38,Harry Bridges Plaza (Ferry Building),50,490,Subscriber,94110
4878,679,8/29/2013 18:09,Market at Sansome,77,8/29/2013 18:21,San Francisco City Hall,58,578,Customer,
5059,679,8/29/2013 21:14,Grant Avenue at Columbus Avenue,73,8/29/2013 21:26,Powell at Post (Union Square),71,391,Customer,85224
4651,684,8/29/2013 15:26,Powell Street BART,39,8/29/2013 15:38,Harry Bridges Plaza (Ferry Building),50,386,Subscriber,94122
4676,684,8/29/2013 15:49,Townsend at 7th,65,8/29/2013 16:01,Civic Center BART (7th at Market),72,417,Subscriber,94109
5020,684,8/29/2013 20:22,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 20:34,Civic Center BART (7th at Market),72,334,Subscriber,94114
4887,685,8/29/2013 18:15,Harry Bridges Plaza (Ferry Building),50,8/29/2013 18:26,Powell Street BART,39,570,Customer,8884
4406,687,8/29/2013 12:41,Steuart at Market,74,8/29/2013 12:53,Embarcadero at Sansome,60,561,Subscriber,94109
4136,688,8/29/2013 10:20,Mountain View City Hall,27,8/29/2013 10:31,Mountain View City Hall,27,149,Customer,92545
4552,688,8/29/2013 13:54,Market at 4th,76,8/29/2013 14:06,Embarcadero at Vallejo,48,562,Subscriber,94114
4407,690,8/29/2013 12:41,Steuart at Market,74,8/29/2013 12:53,Embarcadero at Sansome,60,556,Subscriber,94121
5009,690,8/29/2013 20:12,Golden Gate at Polk,59,8/29/2013 20:23,Market at 10th,67,367,Subscriber,94703
5043,691,8/29/2013 20:46,Embarcadero at Bryant,54,8/29/2013 20:58,Harry Bridges Plaza (Ferry Building),50,286,Subscriber,94087
4460,693,8/29/2013 13:08,2nd at Townsend,61,8/29/2013 13:20,Harry Bridges Plaza (Ferry Building),50,314,Customer,94608
4556,693,8/29/2013 13:56,Clay at Battery,41,8/29/2013 14:08,Civic Center BART (7th at Market),72,496,Subscriber,94110
5108,694,8/29/2013 23:57,Powell at Post (Union Square),71,8/30/2013 0:09,2nd at Townsend,61,477,Subscriber,94107
4562,696,8/29/2013 14:00,Harry Bridges Plaza (Ferry Building),50,8/29/2013 14:12,2nd at Townsend,61,588,Customer,94608
4624,697,8/29/2013 15:01,University and Emerson,35,8/29/2013 15:13,California Ave Caltrain Station,36,168,Customer,94306
4644,698,8/29/2013 15:20,Market at 4th,76,8/29/2013 15:32,Harry Bridges Plaza (Ferry Building),50,617,Subscriber,94122
4350,701,8/29/2013 12:16,Clay at Battery,41,8/29/2013 12:27,Post at Kearney,47,394,Customer,94612
4403,702,8/29/2013 12:40,Civic Center BART (7th at Market),72,8/29/2013 12:52,Steuart at Market,74,576,Subscriber,94065
4522,702,8/29/2013 13:37,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 13:49,South Van Ness at Market,66,554,Subscriber,94117
4874,704,8/29/2013 18:07,San Jose Civic Center,3,8/29/2013 18:19,San Salvador at 1st,8,671,Subscriber,94116
5058,704,8/29/2013 21:14,Grant Avenue at Columbus Avenue,73,8/29/2013 21:26,Powell at Post (Union Square),71,284,Customer,85224
4642,710,8/29/2013 15:20,Market at 4th,76,8/29/2013 15:32,Harry Bridges Plaza (Ferry Building),50,333,Subscriber,94117
4643,710,8/29/2013 15:20,Market at 4th,76,8/29/2013 15:32,Harry Bridges Plaza (Ferry Building),50,524,Subscriber,94061
4466,711,8/29/2013 13:06,Mechanics Plaza (Market at Battery),75,8/29/2013 13:18,Temporary Transbay Terminal (Howard at Beale),55,537,Subscriber,94123
4243,720,8/29/2013 11:26,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 11:38,San Francisco Caltrain (Townsend at 4th),70,538,Subscriber,94117
4346,724,8/29/2013 12:14,Embarcadero at Folsom,51,8/29/2013 12:26,San Francisco Caltrain (Townsend at 4th),70,267,Subscriber,94127
4872,726,8/29/2013 18:06,Harry Bridges Plaza (Ferry Building),50,8/29/2013 18:19,Grant Avenue at Columbus Avenue,73,391,Customer,94133
5054,727,8/29/2013 21:05,Market at 4th,76,8/29/2013 21:17,Clay at Battery,41,582,Customer,10014
4503,728,8/29/2013 13:29,2nd at South Park,64,8/29/2013 13:41,Embarcadero at Vallejo,48,331,Subscriber,94110
4823,733,8/29/2013 17:37,5th at Howard,57,8/29/2013 17:50,Market at 10th,67,633,Customer,94062
4979,747,8/29/2013 19:40,Harry Bridges Plaza (Ferry Building),50,8/29/2013 19:52,Civic Center BART (7th at Market),72,337,Subscriber,94117
4586,748,8/29/2013 14:17,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 14:30,Powell Street BART,39,541,Customer,
4425,752,8/29/2013 12:51,Mechanics Plaza (Market at Battery),75,8/29/2013 13:04,Mechanics Plaza (Market at Battery),75,586,Subscriber,94117
4545,752,8/29/2013 13:50,Commercial at Montgomery,45,8/29/2013 14:02,Embarcadero at Sansome,60,461,Customer,2142
4652,753,8/29/2013 15:28,Grant Avenue at Columbus Avenue,73,8/29/2013 15:40,Yerba Buena Center of the Arts (3rd @ Howard),68,504,Customer,94025
5083,755,8/29/2013 22:05,2nd at South Park,64,8/29/2013 22:18,Harry Bridges Plaza (Ferry Building),50,270,Subscriber,94105
4842,756,8/29/2013 17:48,Redwood City Caltrain Station,22,8/29/2013 18:01,Franklin at Maple,21,159,Subscriber,94070
5045,757,8/29/2013 20:51,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 21:03,San Francisco Caltrain 2 (330 Townsend),69,416,Subscriber,94109
4277,759,8/29/2013 11:50,San Francisco City Hall,58,8/29/2013 12:03,Post at Kearney,47,514,Subscriber,94117
4670,759,8/29/2013 15:40,Golden Gate at Polk,59,8/29/2013 15:53,Market at Sansome,77,539,Customer,94112
4288,760,8/29/2013 11:57,Spear at Folsom,49,8/29/2013 12:10,Market at 4th,76,562,Subscriber,94110
4519,763,8/29/2013 13:36,Japantown,9,8/29/2013 13:48,San Pedro Square,6,657,Customer,95020
4080,764,8/29/2013 9:36,South Van Ness at Market,66,8/29/2013 9:49,San Francisco Caltrain 2 (330 Townsend),69,315,Subscriber,94117
4803,764,8/29/2013 17:24,Market at Sansome,77,8/29/2013 17:37,South Van Ness at Market,66,539,Subscriber,94114
4339,765,8/29/2013 12:12,Spear at Folsom,49,8/29/2013 12:25,Harry Bridges Plaza (Ferry Building),50,568,Subscriber,94112
4340,767,8/29/2013 12:13,University and Emerson,35,8/29/2013 12:26,California Ave Caltrain Station,36,163,Subscriber,94040
4404,768,8/29/2013 12:40,Powell Street BART,39,8/29/2013 12:53,Civic Center BART (7th at Market),72,430,Subscriber,94117
4973,768,8/29/2013 19:38,Grant Avenue at Columbus Avenue,73,8/29/2013 19:51,Post at Kearney,47,442,Customer,2151
4832,776,8/29/2013 17:44,Market at Sansome,77,8/29/2013 17:57,San Francisco Caltrain (Townsend at 4th),70,613,Subscriber,94070
4444,777,8/29/2013 12:57,MLK Library,11,8/29/2013 13:10,San Jose Diridon Caltrain Station,2,107,Subscriber,95126
4703,778,8/29/2013 16:15,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:28,Market at 4th,76,584,Subscriber,94122
4838,778,8/29/2013 17:46,Mountain View Caltrain Station,28,8/29/2013 17:59,Mountain View City Hall,27,129,Customer,94040
4851,783,8/29/2013 17:55,Beale at Market,56,8/29/2013 18:08,Grant Avenue at Columbus Avenue,73,442,Subscriber,94597
4358,784,8/29/2013 12:20,Embarcadero at Folsom,51,8/29/2013 12:33,Beale at Market,56,273,Subscriber,94597
4877,792,8/29/2013 18:09,Post at Kearney,47,8/29/2013 18:23,South Van Ness at Market,66,622,Subscriber,94110
4671,797,8/29/2013 15:44,South Van Ness at Market,66,8/29/2013 15:57,Market at Sansome,77,267,Subscriber,94945
4945,797,8/29/2013 19:08,2nd at Folsom,62,8/29/2013 19:21,Embarcadero at Vallejo,48,406,Customer,94105
4752,799,8/29/2013 16:58,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 17:11,Townsend at 7th,65,504,Subscriber,94107
4899,802,8/29/2013 18:24,Embarcadero at Bryant,54,8/29/2013 18:37,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94404
4702,804,8/29/2013 16:14,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:27,Market at 4th,76,592,Subscriber,94061
4739,809,8/29/2013 16:44,Post at Kearney,47,8/29/2013 16:58,Embarcadero at Sansome,60,616,Customer,94117
5079,809,8/29/2013 22:01,Embarcadero at Vallejo,48,8/29/2013 22:14,Clay at Battery,41,538,Customer,8540
4736,812,8/29/2013 16:42,Townsend at 7th,65,8/29/2013 16:56,Townsend at 7th,65,395,Customer,77520
5012,812,8/29/2013 20:13,Harry Bridges Plaza (Ferry Building),50,8/29/2013 20:26,Embarcadero at Sansome,60,448,Customer,85224
4820,813,8/29/2013 17:35,2nd at Folsom,62,8/29/2013 17:48,Townsend at 7th,65,409,Subscriber,94107
4873,813,8/29/2013 18:07,Temporary Transbay Terminal (Howard at Beale),55,8/29/2013 18:20,Grant Avenue at Columbus Avenue,73,353,Customer,
4526,814,8/29/2013 13:39,Market at 4th,76,8/29/2013 13:53,South Van Ness at Market,66,431,Subscriber,94127
4939,816,8/29/2013 19:01,2nd at Folsom,62,8/29/2013 19:14,Harry Bridges Plaza (Ferry Building),50,539,Subscriber,94103
4541,817,8/29/2013 13:49,Embarcadero at Vallejo,48,8/29/2013 14:03,Market at Sansome,77,488,Subscriber,94608
5030,818,8/29/2013 20:29,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 20:43,Clay at Battery,41,544,Customer,10010
4681,819,8/29/2013 15:55,Post at Kearney,47,8/29/2013 16:09,Powell at Post (Union Square),71,373,Subscriber,94122
4390,825,8/29/2013 12:33,2nd at Folsom,62,8/29/2013 12:47,2nd at South Park,64,331,Subscriber,94518
4685,826,8/29/2013 15:58,Clay at Battery,41,8/29/2013 16:12,Civic Center BART (7th at Market),72,315,Customer,90019
4931,826,8/29/2013 18:56,Powell at Post (Union Square),71,8/29/2013 19:10,Yerba Buena Center of the Arts (3rd @ Howard),68,466,Customer,
4946,827,8/29/2013 19:07,2nd at Folsom,62,8/29/2013 19:21,Embarcadero at Vallejo,48,342,Customer,94105
